"","Gender","SeniorCitizen","Partner","Dependents","Tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","sample"
"1954","Male","No","No","Yes",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",75.35,75.35,"Yes",FALSE
"1955","Male","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.45,75.45,"Yes",TRUE
"1956","Female","No","Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,4613.95,"No",TRUE
"1957","Female","No","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",101.3,7261.25,"No",TRUE
"1958","Female","No","Yes","No",46,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",53.1,2459.8,"No",TRUE
"1959","Male","No","No","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.85,2048.8,"No",TRUE
"1960","Female","No","Yes","Yes",5,"No","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",34.25,163.55,"No",TRUE
"1961","Female","No","Yes","Yes",33,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",88.6,2888.7,"No",TRUE
"1962","Female","No","No","No",42,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",60.15,2421.6,"No",TRUE
"1963","Male","No","No","No",23,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",99.95,2292.75,"No",TRUE
"1964","Male","No","No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.7,553.4,"No",FALSE
"1965","Male","No","No","No",66,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check",54.8,3465.7,"No",FALSE
"1966","Male","No","No","No",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.55,1210.4,"Yes",TRUE
"1967","Male","Yes","No","No",24,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",54.8,1291.3,"No",FALSE
"1968","Male","No","No","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",78.6,5356.45,"Yes",TRUE
"1969","Female","No","No","No",53,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Mailed check",100.3,5200.8,"No",TRUE
"1970","Female","No","No","No",60,"No","No","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check",53.6,3237.05,"No",TRUE
"1971","Female","No","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",81.1,576.65,"Yes",TRUE
"1973","Female","No","Yes","Yes",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.6,1868.4,"No",TRUE
"1974","Male","No","Yes","Yes",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",80.8,5728.55,"No",TRUE
"1975","Male","No","Yes","No",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,825.7,"Yes",FALSE
"1977","Male","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,93.55,"Yes",TRUE
"1978","Male","Yes","No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.7,2845.15,"No",TRUE
"1979","Female","No","No","No",57,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",69.75,3894.4,"No",FALSE
"1981","Male","No","No","No",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.25,1021.55,"No",FALSE
"1982","Female","No","Yes","No",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.1,5885.4,"Yes",TRUE
"1984","Male","No","Yes","No",27,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Mailed check",80.85,2204.35,"No",FALSE
"1985","Female","No","Yes","Yes",14,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",90.9,1259,"Yes",FALSE
"1986","Female","No","Yes","Yes",12,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",29.2,309.1,"Yes",TRUE
"1987","Female","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",93.3,6398.05,"No",TRUE
"1988","Female","No","Yes","Yes",25,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.15,2257.75,"Yes",TRUE
"1989","Male","Yes","Yes","No",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",108.85,6287.25,"Yes",TRUE
"1990","Female","No","Yes","Yes",35,"No","No","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",46.35,1662.05,"No",FALSE
"1991","Female","Yes","No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.75,1350.15,"Yes",TRUE
"1992","Male","No","Yes","Yes",45,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",78.75,3600.65,"No",TRUE
"1993","Female","No","No","No",17,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.55,1329.15,"No",TRUE
"1994","Female","No","Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.7,45.7,"Yes",TRUE
"1996","Female","Yes","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.95,69.95,"Yes",TRUE
"1997","Male","No","Yes","Yes",67,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",67.85,4627.65,"No",TRUE
"1998","Female","No","Yes","Yes",67,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.65,6717.9,"No",TRUE
"1999","Female","No","Yes","No",2,"No","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",44.6,97.1,"Yes",TRUE
"2000","Male","No","No","No",23,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1710.45,"Yes",FALSE
"2001","Female","Yes","No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",75.5,637.4,"No",TRUE
"2003","Male","No","No","No",54,"No","No","DSL","Yes","No","No","Yes","Yes","No","Two year","No","Credit card (automatic)",45.2,2460.55,"No",TRUE
"2004","Female","No","No","No",57,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",95.25,5464.65,"Yes",TRUE
"2005","Male","No","No","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",89.85,2165.05,"Yes",TRUE
"2006","Female","No","Yes","Yes",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Mailed check",100.45,4941.8,"Yes",TRUE
"2007","Male","No","No","No",5,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",47.15,223.15,"Yes",TRUE
"2008","Male","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.2,181.1,"Yes",TRUE
"2009","Female","No","No","Yes",4,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",87.1,341.45,"Yes",TRUE
"2010","Male","No","Yes","Yes",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",79.25,5731.85,"No",TRUE
"2011","Male","No","No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.9,357.75,"Yes",TRUE
"2012","Male","No","Yes","Yes",53,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",85.7,4616.1,"No",TRUE
"2013","Female","No","Yes","No",47,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",98.75,4533.7,"Yes",TRUE
"2015","Male","No","Yes","Yes",13,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",61.8,750.1,"No",TRUE
"2016","Female","No","Yes","Yes",28,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",49.9,1410.25,"No",FALSE
"2017","Female","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",86.45,830.85,"Yes",TRUE
"2019","Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.3,45.3,"Yes",TRUE
"2020","Male","No","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",104.1,7040.85,"Yes",TRUE
"2021","Male","No","Yes","No",52,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",75.4,3865.45,"No",TRUE
"2022","Male","No","Yes","Yes",62,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",108.15,6825.65,"No",TRUE
"2023","Female","No","No","No",16,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.25,1340.1,"No",TRUE
"2024","Female","Yes","Yes","No",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81,371.65,"Yes",TRUE
"2025","Male","No","No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",95.7,1184,"No",FALSE
"2026","Female","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.85,8477.7,"No",TRUE
"2027","Male","Yes","No","No",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",105.75,7382.85,"No",TRUE
"2030","Male","No","Yes","No",67,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",90.6,6056.15,"Yes",FALSE
"2031","Male","No","No","Yes",2,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",60.95,134.6,"No",TRUE
"2032","Female","No","Yes","Yes",5,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.05,125.5,"No",FALSE
"2033","Female","No","Yes","No",15,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",88.15,1390.6,"Yes",TRUE
"2035","Male","No","Yes","Yes",41,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",60.3,2511.3,"No",TRUE
"2036","Female","No","No","Yes",43,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",63.95,2737.05,"No",TRUE
"2037","Male","Yes","Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.3,74.3,"No",TRUE
"2038","Female","Yes","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.6,70.6,"No",TRUE
"2039","Female","No","Yes","Yes",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.8,2361.8,"Yes",FALSE
"2040","Male","No","No","No",22,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.35,1730.35,"Yes",TRUE
"2041","Male","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",90.55,6404,"No",TRUE
"2043","Female","Yes","No","No",28,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",64.45,1867.6,"No",FALSE
"2044","Male","Yes","No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,1043.3,"No",TRUE
"2046","Female","No","No","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.5,7455.45,"No",FALSE
"2047","Female","No","No","Yes",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.7,24.7,"No",FALSE
"2048","Male","No","No","No",3,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",77.4,206.15,"No",TRUE
"2049","Male","Yes","No","No",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",96.8,2030.3,"Yes",TRUE
"2050","Female","No","Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.4,5869.4,"No",TRUE
"2051","Female","No","Yes","No",71,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",47.6,3377.8,"No",TRUE
"2053","Female","No","No","No",48,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",103.85,4946.05,"No",TRUE
"2054","Male","No","Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",83.35,4065,"Yes",FALSE
"2055","Female","No","No","No",2,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,106.55,"Yes",TRUE
"2056","Male","No","No","No",45,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",108.45,4964.7,"No",TRUE
"2057","Male","No","No","No",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",81,4085.75,"No",TRUE
"2058","Female","No","Yes","No",22,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",79.2,1742.75,"Yes",TRUE
"2059","Male","No","No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.65,6224.8,"No",TRUE
"2060","Male","No","Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",92.95,3415.25,"No",FALSE
"2061","Male","No","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.35,6325.25,"No",TRUE
"2062","Male","No","Yes","Yes",7,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.7,340.25,"Yes",TRUE
"2064","Male","No","Yes","Yes",51,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",76.4,3966.3,"No",TRUE
"2066","Female","No","No","No",34,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",85.35,2896.6,"No",TRUE
"2068","Male","Yes","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.15,6792.45,"No",FALSE
"2069","Male","No","No","No",47,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",100.75,4669.2,"No",TRUE
"2070","Female","No","No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6,95.6,"Yes",TRUE
"2071","Female","No","No","No",49,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",59.75,2934.3,"Yes",FALSE
"2072","Female","No","Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",94.1,6302.8,"No",TRUE
"2075","Female","Yes","No","No",43,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",108.15,4600.7,"Yes",TRUE
"2076","Male","Yes","No","No",56,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.05,5594,"No",TRUE
"2077","Female","No","No","No",14,"Yes","No","DSL","No","No","No","Yes","No","Yes","One year","No","Credit card (automatic)",59.1,772.85,"No",TRUE
"2078","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",71.35,71.35,"Yes",TRUE
"2079","Male","No","Yes","Yes",16,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check",55.85,857.8,"No",FALSE
"2080","Male","No","Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.05,7554.05,"No",TRUE
"2081","Male","Yes","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",84.1,5981.65,"No",FALSE
"2082","Female","No","Yes","Yes",23,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.3,1702.9,"No",TRUE
"2085","Male","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.75,69.75,"Yes",FALSE
"2086","Female","Yes","Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.2,2931,"Yes",FALSE
"2087","Male","No","Yes","Yes",17,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",80.85,1400.85,"Yes",FALSE
"2088","Female","No","No","No",4,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",33.65,137.85,"Yes",TRUE
"2089","Female","No","No","No",36,"Yes","Yes","DSL","No","No","Yes","No","No","No","One year","No","Electronic check",55.8,1941.5,"No",TRUE
"2090","Female","No","No","No",50,"No","No","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",39.7,1932.75,"No",TRUE
"2091","Female","No","Yes","Yes",48,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",29.5,1423.05,"No",TRUE
"2093","Male","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",79.55,5810.9,"No",TRUE
"2096","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.95,79.95,"Yes",FALSE
"2098","Male","No","No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.05,811.65,"No",TRUE
"2099","Male","No","No","No",2,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Mailed check",90.75,174.75,"No",FALSE
"2100","Female","No","Yes","No",40,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",78.85,3126.85,"No",TRUE
"2101","Male","No","Yes","No",69,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",99.5,6841.45,"No",TRUE
"2102","Female","No","Yes","No",37,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Electronic check",99.2,3754.6,"Yes",TRUE
"2103","Male","No","No","Yes",18,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.55,1406.65,"No",TRUE
