"","Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","MonthlyCharges","Churn","sample","FixedCharges","TenureCat.00.06","TenureCat.06.12","TenureCat.12.24","OneYearContract","TwoYearContract","BankTransfer","CreditCard","ECheck"
"1750","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",110.75,"No",TRUE,73,"0","0","0","0","0","0","0","1"
"1751","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Yes",89.7,"No",FALSE,-180.5,"0","0","0","0","1","1","0","0"
"1752","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Yes",89.95,"Yes",TRUE,-80.8999999999999,"0","0","1","0","0","0","0","1"
"1753","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","No","No","No","No",48.7,"No",FALSE,106.85,"0","0","0","1","0","0","1","0"
"1754","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Yes",96.6,"No",TRUE,-127.7,"0","0","0","0","1","1","0","0"
"1755","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Yes",74.3,"No",TRUE,91.4500000000007,"0","0","0","1","0","0","1","0"
"1756","Female","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","No","Yes",54.3,"No",TRUE,2.90000000000009,"0","1","0","0","0","0","0","1"
"1757","Female","Yes","No","No","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","No",74.85,"No",TRUE,-25.3499999999995,"0","0","0","1","0","1","0","0"
"1758","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Yes",79.95,"No",TRUE,44.75,"0","0","0","0","1","1","0","0"
"1761","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","No","No","No","No",54.9,"No",FALSE,-130.9,"0","0","0","1","0","1","0","0"
"1763","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Yes",89.65,"No",FALSE,23.8499999999999,"0","0","0","0","0","1","0","0"
"1764","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",45.4,"No",TRUE,-9.84999999999999,"1","0","0","0","0","0","0","1"
"1765","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","No",75.7,"No",TRUE,-92.4000000000005,"0","0","0","0","1","0","0","0"
"1766","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Yes",110.65,"No",TRUE,108.949999999999,"0","0","0","1","0","0","1","0"
"1768","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",115.15,"No",FALSE,-97.5500000000002,"0","0","0","0","1","0","1","0"
"1769","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","No","Yes","No",58.55,"No",FALSE,-185.15,"0","0","0","1","0","0","1","0"
"1770","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Yes",93.25,"No",FALSE,48.6999999999998,"0","0","0","0","0","1","0","0"
"1771","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Yes",113.2,"Yes",FALSE,48.3000000000002,"0","0","0","0","0","0","0","1"
"1772","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",90.5,"Yes",TRUE,24.6500000000001,"0","0","1","0","0","0","0","1"
"1773","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","No",79,"Yes",TRUE,-14.35,"1","0","0","0","0","0","0","1"
"1775","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No","Yes",48.75,"No",TRUE,0,"1","0","0","0","0","0","0","0"
"1776","Male","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",109.05,"No",TRUE,19.9499999999998,"0","0","0","0","1","0","0","1"
"1778","Female","No","No","No","Yes","Yes","DSL","No","No","No","Yes","No","No","Yes",54.9,"No",TRUE,-32.05,"0","0","0","0","0","0","1","0"
"1780","Female","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Yes",91.15,"No",FALSE,-13.8,"1","0","0","0","0","0","0","1"
"1782","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.35,"No",TRUE,78.4499999999998,"0","0","0","1","0","0","0","1"
"1783","Female","Yes","No","No","Yes","Yes","DSL","No","No","No","Yes","No","Yes","Yes",66.05,"No",FALSE,-64.8999999999999,"0","0","0","0","0","0","0","1"
"1784","Male","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",71.65,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"1786","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",92.2,"No",TRUE,123.25,"0","0","0","0","1","0","1","0"
"1787","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Yes",84.25,"Yes",FALSE,63,"0","0","0","0","0","0","1","0"
"1788","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Yes",105.2,"No",TRUE,180.749999999999,"0","0","0","1","0","1","0","0"
"1790","Male","No","Yes","No","No","No","DSL","No","Yes","No","No","No","No","No",30.4,"No",TRUE,-20.25,"0","0","0","0","0","0","0","1"
"1791","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","No",78.1,"Yes",TRUE,10.1,"0","1","0","0","0","1","0","0"
"1792","Female","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Yes",61.5,"No",TRUE,16.1999999999998,"0","0","0","1","0","0","0","0"
"1793","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Yes",69.4,"No",FALSE,143.5,"0","0","0","0","0","1","0","0"
"1795","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",91.05,"No",FALSE,-170.8,"0","0","0","0","1","0","0","0"
"1796","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","No",89.65,"Yes",TRUE,57.6999999999998,"0","0","1","0","0","0","0","0"
"1797","Female","No","Yes","No","Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Yes",73.65,"No",FALSE,-51.2,"0","0","1","0","0","0","1","0"
"1800","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Yes",98.7,"Yes",TRUE,-13.75,"0","1","0","0","0","0","0","1"
"1801","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",43.85,"No",TRUE,0,"1","0","0","0","0","1","0","0"
"1802","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.7,"No",TRUE,-43,"0","0","1","0","0","0","0","0"
"1803","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","No","No","No","No",38.55,"No",FALSE,10.15,"0","1","0","0","1","0","0","0"
"1804","Female","No","No","No","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes",53.1,"No",FALSE,-10.3500000000001,"0","0","0","0","1","0","0","0"
"1806","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","No",64.45,"No",TRUE,79.5999999999995,"0","0","0","0","1","0","1","0"
"1808","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","No",76.35,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"1809","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",79.15,"Yes",TRUE,-143.5,"0","0","1","0","0","0","0","1"
"1810","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",85,"Yes",TRUE,-77.9499999999998,"0","0","0","0","0","0","0","1"
"1811","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Yes",95.15,"No",FALSE,15.1999999999998,"0","0","0","1","0","0","1","0"
"1812","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Yes",79.35,"No",TRUE,10.25,"0","0","1","0","0","0","0","0"
"1813","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",96.65,"No",TRUE,-54.8000000000002,"0","0","1","1","0","1","0","0"
"1814","Male","No","No","No","Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Yes",75.5,"No",FALSE,0,"1","0","0","0","0","0","0","1"
"1818","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","No",98.35,"No",FALSE,-151.8,"0","0","0","0","1","1","0","0"
"1819","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","No","No",74.35,"No",TRUE,-7.69999999999982,"0","0","0","0","0","1","0","0"
"1820","Female","No","Yes","Yes","No","No","DSL","No","Yes","Yes","Yes","Yes","No","No",51.35,"No",TRUE,112.05,"0","0","0","0","1","0","1","0"
"1821","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","No",45.65,"No",TRUE,49.55,"1","0","0","0","0","0","0","0"
"1822","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","No",85.3,"Yes",TRUE,-68.5,"0","0","0","0","0","0","0","1"
"1823","Female","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Yes",86.55,"Yes",TRUE,14.3500000000004,"0","0","0","0","0","0","1","0"
"1824","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Yes",73.85,"Yes",TRUE,21.3500000000001,"0","0","1","0","0","0","1","0"
"1826","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Yes",54.2,"No",TRUE,5.19999999999982,"0","0","0","0","0","0","0","1"
"1827","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Yes",90.65,"No",TRUE,38.75,"0","0","0","0","0","0","0","1"
"1828","Female","No","Yes","Yes","No","No","DSL","Yes","No","No","No","Yes","Yes","Yes",50.9,"No",TRUE,43.3499999999999,"0","0","0","0","0","1","0","0"
"1830","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",74.85,"No",TRUE,-26.3499999999999,"0","1","0","0","0","0","0","1"
"1832","Female","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Yes",63.55,"No",FALSE,-16.3,"0","0","1","0","0","0","0","0"
"1833","Male","Yes","Yes","No","No","No","DSL","No","No","No","No","Yes","Yes","Yes",44.85,"Yes",FALSE,16.4999999999995,"0","0","0","0","0","0","0","1"
"1834","Male","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No","No",47.95,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"1835","Male","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","No",45.1,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"1836","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","Yes",45,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"1837","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",96,"Yes",TRUE,-181.55,"0","0","1","0","0","0","0","1"
"1839","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Yes",90.05,"No",FALSE,69.1000000000004,"0","0","0","0","0","0","0","1"
"1841","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","No",108.65,"Yes",TRUE,-124.3,"0","0","0","0","1","1","0","0"
"1843","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Yes",75.95,"No",FALSE,-143.95,"0","0","0","0","0","0","0","1"
"1845","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","No",66.4,"No",TRUE,40.5999999999995,"0","0","0","1","0","0","1","0"
"1846","Male","No","No","No","No","No","DSL","No","Yes","Yes","No","No","No","Yes",35.75,"No",TRUE,25.5,"0","0","0","1","0","1","0","0"
"1850","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",45.55,"Yes",TRUE,-52.9,"0","1","0","0","0","0","0","1"
"1851","Female","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Yes",67.45,"No",FALSE,81.8499999999999,"0","0","0","0","0","0","1","0"
"1852","Female","No","Yes","No","No","No","DSL","No","No","No","No","No","Yes","Yes",35.1,"Yes",TRUE,-1.45,"1","0","0","0","0","0","0","1"
"1853","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",46.2,"Yes",TRUE,0,"1","0","0","0","0","0","1","0"
"1854","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",45.15,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"1855","Male","Yes","No","No","No","No","DSL","No","Yes","Yes","No","No","Yes","Yes",43.3,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"1857","Female","Yes","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","Yes",57.15,"Yes",TRUE,78.9500000000003,"0","0","0","0","0","0","1","0"
"1858","Female","No","Yes","No","Yes","No","DSL","Yes","No","Yes","Yes","No","No","No",58.9,"No",TRUE,28.5999999999999,"0","0","0","0","1","0","1","0"
"1859","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Yes",73.2,"Yes",TRUE,50.3,"0","0","1","0","0","0","0","1"
"1860","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Yes",85.35,"Yes",TRUE,-99.5999999999995,"0","0","0","0","0","0","0","1"
"1862","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",45.95,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"1863","Female","Yes","No","No","No","No","DSL","No","Yes","Yes","Yes","Yes","No","Yes",50.5,"No",TRUE,-59.6999999999998,"0","0","0","0","0","0","0","1"
"1865","Female","Yes","Yes","No","Yes","No","DSL","No","No","Yes","No","No","Yes","No",60.7,"No",TRUE,19.2,"0","0","0","1","0","0","0","0"
"1866","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",99,"No",TRUE,-7.64999999999964,"0","0","0","1","0","0","0","1"
"1867","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Yes",104.4,"No",TRUE,40,"0","0","0","1","0","1","0","0"
"1868","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","No",83.75,"Yes",TRUE,-4,"1","0","0","0","0","0","0","1"
"1869","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",44.05,"No",TRUE,0,"1","0","0","0","0","1","0","0"
"1871","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Yes",45.55,"No",FALSE,0,"1","0","0","0","0","0","0","0"
"1872","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Yes",93.8,"No",TRUE,-244.45,"0","0","0","0","0","0","0","1"
"1874","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Yes",70.65,"No",FALSE,-75.6500000000005,"0","0","0","0","1","0","1","0"
"1875","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No",86.45,"No",FALSE,-142.85,"0","0","0","0","1","0","1","0"
"1876","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",114.1,"No",TRUE,-128.799999999999,"0","0","0","0","1","0","1","0"
"1877","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",95.2,"No",FALSE,88.5999999999995,"0","0","0","1","0","0","1","0"
"1878","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",88.55,"No",TRUE,-13.2499999999991,"0","0","0","0","1","0","1","0"
"1880","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.05,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"1881","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",86,"Yes",TRUE,-6.55000000000001,"1","0","0","0","0","0","0","1"
"1882","Male","No","No","No","No","No","DSL","Yes","Yes","No","No","No","Yes","Yes",44.65,"No",FALSE,-4.34999999999991,"0","0","0","0","0","1","0","0"
"1883","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes",60.2,"No",FALSE,88.3499999999999,"0","0","0","0","0","0","0","0"
"1884","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Yes",100.5,"Yes",FALSE,135.85,"0","0","0","0","0","1","0","0"
"1885","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","No",55.45,"No",TRUE,-19.5,"0","0","0","1","0","1","0","0"
"1886","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes",70.3,"No",TRUE,19.2500000000002,"0","0","1","0","0","0","1","0"
"1887","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","Yes","No","No","Yes",60.4,"No",TRUE,-93.0999999999999,"0","0","0","0","1","1","0","0"
"1888","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","No",72.65,"Yes",TRUE,31.8999999999999,"0","0","1","0","0","0","0","1"
"1889","Female","No","No","No","Yes","No","DSL","No","Yes","Yes","No","No","No","No",55.8,"No",FALSE,44.45,"0","0","1","1","0","1","0","0"
"1890","Male","No","No","No","No","No","DSL","No","Yes","No","No","No","No","Yes",31.1,"No",TRUE,-15.7,"0","0","1","0","0","0","0","0"
"1892","Female","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","No",45.1,"Yes",FALSE,0,"1","0","0","0","0","0","0","0"
"1893","Male","Yes","No","No","No","No","DSL","No","Yes","No","No","Yes","Yes","Yes",50.95,"No",TRUE,3.54999999999998,"1","0","0","0","0","0","1","0"
"1894","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Yes",69.1,"No",TRUE,-21.8999999999999,"0","0","1","0","0","0","0","1"
"1895","Female","No","Yes","No","No","No","DSL","No","No","No","No","Yes","Yes","Yes",43.95,"No",FALSE,-13.8500000000001,"0","0","0","0","0","0","0","1"
"1896","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes",86.5,"No",TRUE,0.75,"0","0","0","0","1","1","0","0"
"1897","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","No",69.95,"No",FALSE,-0.549999999999727,"0","0","0","0","0","0","0","1"
"1898","Male","Yes","Yes","No","Yes","No","DSL","No","Yes","No","No","No","No","Yes",50.4,"Yes",FALSE,15.5,"0","0","0","0","0","1","0","0"
"1899","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","No",78.95,"Yes",TRUE,-16.35,"1","0","0","0","0","0","0","1"
"1900","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Yes",90.95,"No",TRUE,66.05,"0","0","1","0","0","0","1","0"
"1903","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.6,"No",TRUE,-81.3499999999995,"0","0","0","0","1","0","1","0"
"1904","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",92,"No",TRUE,-9.19999999999999,"1","0","0","0","0","0","0","1"
"1905","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Yes",94.45,"Yes",TRUE,-164.599999999999,"0","0","0","0","0","0","0","1"
"1907","Male","No","No","No","No","No","DSL","No","Yes","No","Yes","No","No","No",36,"No",TRUE,-57.0999999999999,"0","0","0","1","0","0","1","0"
"1908","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes",78.5,"No",TRUE,21.55,"0","1","0","0","0","0","0","1"
"1911","Female","No","Yes","Yes","No","No","DSL","No","Yes","No","No","No","No","Yes",30.5,"No",TRUE,14.7,"1","0","0","0","0","0","0","1"
"1912","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","No",106.1,"No",FALSE,18.1999999999998,"0","0","0","0","1","0","1","0"
"1914","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",95.5,"No",TRUE,-53.6499999999996,"0","0","0","1","0","0","0","1"
"1915","Female","No","No","No","Yes","Yes","DSL","No","No","No","Yes","Yes","No","No",64.6,"No",TRUE,-19.6,"1","0","0","0","0","0","0","1"
"1916","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No","Yes",51.1,"No",TRUE,43.1999999999998,"0","0","1","0","0","0","1","0"
"1917","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Yes",84.8,"Yes",FALSE,131.35,"0","0","0","0","0","1","0","0"
"1918","Female","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",89.1,"No",TRUE,-62.8000000000002,"0","0","0","0","1","0","1","0"
"1919","Male","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No","No",54.95,"No",FALSE,29.6999999999998,"0","0","1","0","0","0","0","1"
"1920","Male","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No","No",50.9,"Yes",TRUE,0,"1","0","0","0","0","0","0","0"
"1922","Male","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes",85.95,"No",TRUE,-84.75,"0","0","0","0","1","0","1","0"
"1923","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","No","No","Yes","No","No",60.35,"No",TRUE,-104.1,"0","0","0","0","0","0","0","1"
"1925","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","No",85.35,"No",TRUE,83.9000000000001,"0","0","1","0","0","1","0","0"
"1926","Female","No","Yes","Yes","Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Yes",72.1,"No",TRUE,-59.0499999999993,"0","0","0","0","1","1","0","0"
"1927","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",99.8,"Yes",FALSE,-17.75,"0","0","0","0","0","0","0","1"
"1928","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",107.35,"Yes",TRUE,73.5,"0","0","0","0","0","1","0","0"
"1930","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","Yes","Yes",81.05,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"1932","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",111.8,"No",TRUE,-115.65,"0","0","0","1","0","1","0","0"
